Document,Topic,Name,Representation,Representative_Docs,Top_n_words,Probability,Representative_document
욕나온다,0,0_오늘도_다시_겨울이_진짜,"['오늘도', '다시', '겨울이', '진짜', '물량을', '바사', '내가', '보면', '보합', '바사는']","['오늘도 개인만 매수중', '바사는 언제쯤 시원하게 한방 터뜨려주노', '오늘도']",오늘도 - 다시 - 겨울이 - 진짜 - 물량을 - 바사 - 내가 - 보면 - 보합 - 바사는,1.0,False
여친,0,0_오늘도_다시_겨울이_진짜,"['오늘도', '다시', '겨울이', '진짜', '물량을', '바사', '내가', '보면', '보합', '바사는']","['오늘도 개인만 매수중', '바사는 언제쯤 시원하게 한방 터뜨려주노', '오늘도']",오늘도 - 다시 - 겨울이 - 진짜 - 물량을 - 바사 - 내가 - 보면 - 보합 - 바사는,1.0,False
코로나 관련주 모두 폭등,0,0_오늘도_다시_겨울이_진짜,"['오늘도', '다시', '겨울이', '진짜', '물량을', '바사', '내가', '보면', '보합', '바사는']","['오늘도 개인만 매수중', '바사는 언제쯤 시원하게 한방 터뜨려주노', '오늘도']",오늘도 - 다시 - 겨울이 - 진짜 - 물량을 - 바사 - 내가 - 보면 - 보합 - 바사는,1.0,False
바이오 순환매장에,-1,-1_만원_sk_sk바이오팜_갔으면,"['만원', 'sk', 'sk바이오팜', '갔으면', '간다고', '공뇌에게', '공매로', '과감한', '결단으로', '꿈의가격']","['올해말엔 만원 갔으면', '월부터 만원 간다고 했다', '만원']",만원 - sk - sk바이오팜 - 갔으면 - 간다고 - 공뇌에게 - 공매로 - 과감한 - 결단으로 - 꿈의가격,0.0,False
갈 놈은 간다,0,0_오늘도_다시_겨울이_진짜,"['오늘도', '다시', '겨울이', '진짜', '물량을', '바사', '내가', '보면', '보합', '바사는']","['오늘도 개인만 매수중', '바사는 언제쯤 시원하게 한방 터뜨려주노', '오늘도']",오늘도 - 다시 - 겨울이 - 진짜 - 물량을 - 바사 - 내가 - 보면 - 보합 - 바사는,0.8411163986598997,False
야호,0,0_오늘도_다시_겨울이_진짜,"['오늘도', '다시', '겨울이', '진짜', '물량을', '바사', '내가', '보면', '보합', '바사는']","['오늘도 개인만 매수중', '바사는 언제쯤 시원하게 한방 터뜨려주노', '오늘도']",오늘도 - 다시 - 겨울이 - 진짜 - 물량을 - 바사 - 내가 - 보면 - 보합 - 바사는,1.0,False
진짜 애증한다 바사야,0,0_오늘도_다시_겨울이_진짜,"['오늘도', '다시', '겨울이', '진짜', '물량을', '바사', '내가', '보면', '보합', '바사는']","['오늘도 개인만 매수중', '바사는 언제쯤 시원하게 한방 터뜨려주노', '오늘도']",오늘도 - 다시 - 겨울이 - 진짜 - 물량을 - 바사 - 내가 - 보면 - 보합 - 바사는,1.0,False
바이오만가는장에혼자,-1,-1_만원_sk_sk바이오팜_갔으면,"['만원', 'sk', 'sk바이오팜', '갔으면', '간다고', '공뇌에게', '공매로', '과감한', '결단으로', '꿈의가격']","['올해말엔 만원 갔으면', '월부터 만원 간다고 했다', '만원']",만원 - sk - sk바이오팜 - 갔으면 - 간다고 - 공뇌에게 - 공매로 - 과감한 - 결단으로 - 꿈의가격,0.0,False
일동안 힘들게 올리고,0,0_오늘도_다시_겨울이_진짜,"['오늘도', '다시', '겨울이', '진짜', '물량을', '바사', '내가', '보면', '보합', '바사는']","['오늘도 개인만 매수중', '바사는 언제쯤 시원하게 한방 터뜨려주노', '오늘도']",오늘도 - 다시 - 겨울이 - 진짜 - 물량을 - 바사 - 내가 - 보면 - 보합 - 바사는,0.812298576867464,False
나스닥 헬스케어 빼곤,0,0_오늘도_다시_겨울이_진짜,"['오늘도', '다시', '겨울이', '진짜', '물량을', '바사', '내가', '보면', '보합', '바사는']","['오늘도 개인만 매수중', '바사는 언제쯤 시원하게 한방 터뜨려주노', '오늘도']",오늘도 - 다시 - 겨울이 - 진짜 - 물량을 - 바사 - 내가 - 보면 - 보합 - 바사는,1.0,False
화이자가 움직이네,0,0_오늘도_다시_겨울이_진짜,"['오늘도', '다시', '겨울이', '진짜', '물량을', '바사', '내가', '보면', '보합', '바사는']","['오늘도 개인만 매수중', '바사는 언제쯤 시원하게 한방 터뜨려주노', '오늘도']",오늘도 - 다시 - 겨울이 - 진짜 - 물량을 - 바사 - 내가 - 보면 - 보합 - 바사는,0.9201680161444731,False
