Document,Topic,Name,Representation,Representative_Docs,Top_n_words,Probability,Representative_document
남은 주주분들 성투하세요,0,0_오늘_시총_실적_만원,"['오늘', '시총', '실적', '만원', '주가', '내일', '너무', '매수', '만주', '위한']","['험난한 시총 조의 길', '진짜 gs 주가 재평가 받아야 된다', '실적 대박났는데 주가 만원 올려놓자']",오늘 - 시총 - 실적 - 만원 - 주가 - 내일 - 너무 - 매수 - 만주 - 위한,0.9579254206080909,False
주가 흐름보니 주포 있는 것 같습니다,0,0_오늘_시총_실적_만원,"['오늘', '시총', '실적', '만원', '주가', '내일', '너무', '매수', '만주', '위한']","['험난한 시총 조의 길', '진짜 gs 주가 재평가 받아야 된다', '실적 대박났는데 주가 만원 올려놓자']",오늘 - 시총 - 실적 - 만원 - 주가 - 내일 - 너무 - 매수 - 만주 - 위한,1.0,False
어제 판 호구입니다,0,0_오늘_시총_실적_만원,"['오늘', '시총', '실적', '만원', '주가', '내일', '너무', '매수', '만주', '위한']","['험난한 시총 조의 길', '진짜 gs 주가 재평가 받아야 된다', '실적 대박났는데 주가 만원 올려놓자']",오늘 - 시총 - 실적 - 만원 - 주가 - 내일 - 너무 - 매수 - 만주 - 위한,0.7354884575025987,False
전량 매도 때리고 지켜보는중,0,0_오늘_시총_실적_만원,"['오늘', '시총', '실적', '만원', '주가', '내일', '너무', '매수', '만주', '위한']","['험난한 시총 조의 길', '진짜 gs 주가 재평가 받아야 된다', '실적 대박났는데 주가 만원 올려놓자']",오늘 - 시총 - 실적 - 만원 - 주가 - 내일 - 너무 - 매수 - 만주 - 위한,1.0,False
털린 사람들은 다른 종목 찾아봐,0,0_오늘_시총_실적_만원,"['오늘', '시총', '실적', '만원', '주가', '내일', '너무', '매수', '만주', '위한']","['험난한 시총 조의 길', '진짜 gs 주가 재평가 받아야 된다', '실적 대박났는데 주가 만원 올려놓자']",오늘 - 시총 - 실적 - 만원 - 주가 - 내일 - 너무 - 매수 - 만주 - 위한,1.0,False
액침냉각,0,0_오늘_시총_실적_만원,"['오늘', '시총', '실적', '만원', '주가', '내일', '너무', '매수', '만주', '위한']","['험난한 시총 조의 길', '진짜 gs 주가 재평가 받아야 된다', '실적 대박났는데 주가 만원 올려놓자']",오늘 - 시총 - 실적 - 만원 - 주가 - 내일 - 너무 - 매수 - 만주 - 위한,1.0,False
오 주여,0,0_오늘_시총_실적_만원,"['오늘', '시총', '실적', '만원', '주가', '내일', '너무', '매수', '만주', '위한']","['험난한 시총 조의 길', '진짜 gs 주가 재평가 받아야 된다', '실적 대박났는데 주가 만원 올려놓자']",오늘 - 시총 - 실적 - 만원 - 주가 - 내일 - 너무 - 매수 - 만주 - 위한,1.0,False
만에 들어갔더니 실적 박살나고 까지,0,0_오늘_시총_실적_만원,"['오늘', '시총', '실적', '만원', '주가', '내일', '너무', '매수', '만주', '위한']","['험난한 시총 조의 길', '진짜 gs 주가 재평가 받아야 된다', '실적 대박났는데 주가 만원 올려놓자']",오늘 - 시총 - 실적 - 만원 - 주가 - 내일 - 너무 - 매수 - 만주 - 위한,1.0,False
아직도 pbr,0,0_오늘_시총_실적_만원,"['오늘', '시총', '실적', '만원', '주가', '내일', '너무', '매수', '만주', '위한']","['험난한 시총 조의 길', '진짜 gs 주가 재평가 받아야 된다', '실적 대박났는데 주가 만원 올려놓자']",오늘 - 시총 - 실적 - 만원 - 주가 - 내일 - 너무 - 매수 - 만주 - 위한,1.0,False
왜케 오르는 거임,0,0_오늘_시총_실적_만원,"['오늘', '시총', '실적', '만원', '주가', '내일', '너무', '매수', '만주', '위한']","['험난한 시총 조의 길', '진짜 gs 주가 재평가 받아야 된다', '실적 대박났는데 주가 만원 올려놓자']",오늘 - 시총 - 실적 - 만원 - 주가 - 내일 - 너무 - 매수 - 만주 - 위한,0.9271211987809783,False
와우 만 터치,0,0_오늘_시총_실적_만원,"['오늘', '시총', '실적', '만원', '주가', '내일', '너무', '매수', '만주', '위한']","['험난한 시총 조의 길', '진짜 gs 주가 재평가 받아야 된다', '실적 대박났는데 주가 만원 올려놓자']",오늘 - 시총 - 실적 - 만원 - 주가 - 내일 - 너무 - 매수 - 만주 - 위한,1.0,False
이상 상승했어요,0,0_오늘_시총_실적_만원,"['오늘', '시총', '실적', '만원', '주가', '내일', '너무', '매수', '만주', '위한']","['험난한 시총 조의 길', '진짜 gs 주가 재평가 받아야 된다', '실적 대박났는데 주가 만원 올려놓자']",오늘 - 시총 - 실적 - 만원 - 주가 - 내일 - 너무 - 매수 - 만주 - 위한,0.9008709849252479,False
내일 만 넘겠네,0,0_오늘_시총_실적_만원,"['오늘', '시총', '실적', '만원', '주가', '내일', '너무', '매수', '만주', '위한']","['험난한 시총 조의 길', '진짜 gs 주가 재평가 받아야 된다', '실적 대박났는데 주가 만원 올려놓자']",오늘 - 시총 - 실적 - 만원 - 주가 - 내일 - 너무 - 매수 - 만주 - 위한,0.6524087578055521,False
주주님들 털리지 말고 주씩 추매,0,0_오늘_시총_실적_만원,"['오늘', '시총', '실적', '만원', '주가', '내일', '너무', '매수', '만주', '위한']","['험난한 시총 조의 길', '진짜 gs 주가 재평가 받아야 된다', '실적 대박났는데 주가 만원 올려놓자']",오늘 - 시총 - 실적 - 만원 - 주가 - 내일 - 너무 - 매수 - 만주 - 위한,1.0,False
배당많이 준다길래 입성했습니다,0,0_오늘_시총_실적_만원,"['오늘', '시총', '실적', '만원', '주가', '내일', '너무', '매수', '만주', '위한']","['험난한 시총 조의 길', '진짜 gs 주가 재평가 받아야 된다', '실적 대박났는데 주가 만원 올려놓자']",오늘 - 시총 - 실적 - 만원 - 주가 - 내일 - 너무 - 매수 - 만주 - 위한,1.0,False
오늘 퍼 달려봅시다,0,0_오늘_시총_실적_만원,"['오늘', '시총', '실적', '만원', '주가', '내일', '너무', '매수', '만주', '위한']","['험난한 시총 조의 길', '진짜 gs 주가 재평가 받아야 된다', '실적 대박났는데 주가 만원 올려놓자']",오늘 - 시총 - 실적 - 만원 - 주가 - 내일 - 너무 - 매수 - 만주 - 위한,1.0,False
월일수요일,0,0_오늘_시총_실적_만원,"['오늘', '시총', '실적', '만원', '주가', '내일', '너무', '매수', '만주', '위한']","['험난한 시총 조의 길', '진짜 gs 주가 재평가 받아야 된다', '실적 대박났는데 주가 만원 올려놓자']",오늘 - 시총 - 실적 - 만원 - 주가 - 내일 - 너무 - 매수 - 만주 - 위한,0.6271544603870014,False
올해 배당락때 소량 줍줍했는데,0,0_오늘_시총_실적_만원,"['오늘', '시총', '실적', '만원', '주가', '내일', '너무', '매수', '만주', '위한']","['험난한 시총 조의 길', '진짜 gs 주가 재평가 받아야 된다', '실적 대박났는데 주가 만원 올려놓자']",오늘 - 시총 - 실적 - 만원 - 주가 - 내일 - 너무 - 매수 - 만주 - 위한,1.0,False
원하는 가격이 안오네,0,0_오늘_시총_실적_만원,"['오늘', '시총', '실적', '만원', '주가', '내일', '너무', '매수', '만주', '위한']","['험난한 시총 조의 길', '진짜 gs 주가 재평가 받아야 된다', '실적 대박났는데 주가 만원 올려놓자']",오늘 - 시총 - 실적 - 만원 - 주가 - 내일 - 너무 - 매수 - 만주 - 위한,0.9356856579616637,False
한국투자증권,1,1_gs_ai_요약_배당,"['gs', 'ai', '요약', '배당', '재평가', '주가', '만원', 'gs의', 'gs배당', '몇번']","['AI 요약 GS 년 분기 실적이', 'GS 망 해 라', 'Gs']",gs - ai - 요약 - 배당 - 재평가 - 주가 - 만원 - gs의 - gs배당 - 몇번,1.0,False
허회장님 실적도 좋은데,0,0_오늘_시총_실적_만원,"['오늘', '시총', '실적', '만원', '주가', '내일', '너무', '매수', '만주', '위한']","['험난한 시총 조의 길', '진짜 gs 주가 재평가 받아야 된다', '실적 대박났는데 주가 만원 올려놓자']",오늘 - 시총 - 실적 - 만원 - 주가 - 내일 - 너무 - 매수 - 만주 - 위한,1.0,False
외인들과 기관들의 장난질이 너무 심하다,0,0_오늘_시총_실적_만원,"['오늘', '시총', '실적', '만원', '주가', '내일', '너무', '매수', '만주', '위한']","['험난한 시총 조의 길', '진짜 gs 주가 재평가 받아야 된다', '실적 대박났는데 주가 만원 올려놓자']",오늘 - 시총 - 실적 - 만원 - 주가 - 내일 - 너무 - 매수 - 만주 - 위한,1.0,False
선방중,0,0_오늘_시총_실적_만원,"['오늘', '시총', '실적', '만원', '주가', '내일', '너무', '매수', '만주', '위한']","['험난한 시총 조의 길', '진짜 gs 주가 재평가 받아야 된다', '실적 대박났는데 주가 만원 올려놓자']",오늘 - 시총 - 실적 - 만원 - 주가 - 내일 - 너무 - 매수 - 만주 - 위한,1.0,False
